accession	accession.version	taxid	gi
GCF000764185	GCF000764185.1	224348	
GCA000385055	GCA000385055.1	188464	
GCA002410065	GCA002410065.1	171004	
GCA900545265	GCA900545265.1	218860	
GCF004341445	GCF004341445.1	235887	
GCF000685295	GCF000685295.1	202061	
GCA003133565	GCA003133565.1	174744	
GCA001873185	GCA001873185.1	179729	
GCA900552925	GCA900552925.1	236376	
GCF006476605	GCF006476605.1	216498	
GCF003002815	GCF003002815.1	224716	
GCA003166875	GCA003166875.1	167710	
GCA007280515	GCA007280515.1	217149	
GCA002360945	GCA002360945.1	189934	
GCF001945605	GCF001945605.1	229477	
GCF002086285	GCF002086285.1	172120	
GCF003063265	GCF003063265.1	189581	
GCF900116445	GCF900116445.1	186069	
GCF004283785	GCF004283785.1	149590	
GCF000711895	GCF000711895.1	180009	
GCF003949505	GCF003949505.1	225153	
GCA002171295	GCA002171295.2	235756	
GCA002413865	GCA002413865.1	176094	
GCA002793355	GCA002793355.1	190227	
GCF000378185	GCF000378185.1	201811	
GCA003284265	GCA003284265.1	224523	
GCA001917735	GCA001917735.1	200142	
GCA002772645	GCA002772645.1	220525	
GCA001189155	GCA001189155.1	224299	
GCF003369925	GCF003369925.1	184581	
GCF003007715	GCF003007715.1	159473	
GCF001662055	GCF001662055.1	171540	
GCA002796045	GCA002796045.1	208161	
GCA003135315	GCA003135315.1	194879	
GCF000964795	GCF000964795.1	198549	
GCF004011535	GCF004011535.1	168272	
GCF003606345	GCF003606345.1	230520	
GCA003527885	GCA003527885.1	238606	
GCF900109875	GCF900109875.1	192631	
GCF001171885	GCF001171885.1	209791	
GCA002346675	GCA002346675.1	187090	
GCF000722615	GCF000722615.1	170080	
GCF000146345	GCF000146345.1	178620	
GCF001707755	GCF001707755.1	215500	
GCF002221505	GCF002221505.1	162479	
GCA002747395	GCA002747395.1	232659	
GCF900119915	GCF900119915.1	239230	
GCF004216995	GCF004216995.1	225597	
GCA002339745	GCA002339745.1	230827	
GCF004217495	GCF004217495.1	234416	
GCA003154025	GCA003154025.1	215797	
GCF000741715	GCF000741715.1	184500	
GCA003281505	GCA003281505.1	222334	
GCF003943395	GCF003943395.1	208949	
GCA002841275	GCA002841275.1	194830	
GCA900315285	GCA900315285.1	158400	
GCA002733835	GCA002733835.1	205846	
GCA004557805	GCA004557805.1	206919	
GCF002879645	GCF002879645.1	179997	
GCF900111585	GCF900111585.1	207787	
GCF000507185	GCF000507185.2	124494	
GCF002368175	GCF002368175.1	217353	
GCA002480565	GCA002480565.1	161050	
GCA007133065	GCA007133065.1	183656	
GCF002073975	GCF002073975.1	226914	
GCA001791645	GCA001791645.1	176184	
GCF004348415	GCF004348415.1	214100	
GCF004403065	GCF004403065.1	227337	
GCA000434115	GCA000434115.1	192397	
GCF003234175	GCF003234175.1	229235	
GCF000338275	GCF000338275.1	162531	
GCA003569265	GCA003569265.1	214944	
GCF003335105	GCF003335105.1	209052	
GCF000421165	GCF000421165.1	202437	
GCA900314225	GCA900314225.1	205831	
GCA000991805	GCA000991805.1	167088	
GCF005405185	GCF005405185.1	229383	
GCF900143185	GCF900143185.1	181421	
GCA002307065	GCA002307065.1	210134	
GCA900544295	GCA900544295.1	234259	
GCF002165775	GCF002165775.1	206212	
GCA002293245	GCA002293245.1	211025	
GCF900188385	GCF900188385.1	189227	
GCF001010355	GCF001010355.1	212295	
GCF000210375	GCF000210375.1	171702	
GCA001816455	GCA001816455.1	200728	
GCA002718515	GCA002718515.1	208009	
GCA001773575	GCA001773575.1	188644	
GCF900108335	GCF900108335.1	224037	
GCF000759755	GCF000759755.1	139270	
GCA002281095	GCA002281095.1	158667	
GCA002696125	GCA002696125.1	235725	
GCA900314165	GCA900314165.1	201308	
GCF900635465	GCF900635465.1	159584	
GCF000711955	GCF000711955.1	231668	
GCF000950575	GCF000950575.1	227061	
GCF001421245	GCF001421245.1	196545	
GCF002096855	GCF002096855.1	187938	
GCA005888095	GCA005888095.1	190797	
GCF002573715	GCF002573715.1	187976	
GCF004745825	GCF004745825.1	196626	
GCA003486095	GCA003486095.1	221352	
GCA900319895	GCA900319895.1	225613	
GCF006088815	GCF006088815.1	225822	
GCF004005475	GCF004005475.1	193211	
GCA003136895	GCA003136895.1	197256	
GCA002748835	GCA002748835.1	203125	
GCF002742385	GCF002742385.2	163641	
GCF000259075	GCF000259075.1	184839	
GCA003224105	GCA003224105.1	206004	
GCF000291355	GCF000291355.1	170899	
GCA003644335	GCA003644335.1	222997	
GCA002317325	GCA002317325.1	205558	
GCA002732905	GCA002732905.1	216106	
GCF003436275	GCF003436275.1	146686	
GCF004364415	GCF004364415.1	216136	
GCA002791545	GCA002791545.1	156998	
GCF002105465	GCF002105465.1	232549	
GCF000426825	GCF000426825.1	203819	
GCF000025545	GCF000025545.1	192273	
GCA900542305	GCA900542305.1	240000	
GCA003506065	GCA003506065.1	216100	
GCF001908175	GCF001908175.1	227469	
GCA003258795	GCA003258795.1	210590	
GCF000013225	GCF000013225.1	213437	
GCF000019785	GCF000019785.1	207327	
GCF000259505	GCF000259505.1	235813	
GCA003552275	GCA003552275.1	208006	
GCA002841335	GCA002841335.1	202023	
GCF003627035	GCF003627035.1	226141	
GCA001805765	GCA001805765.1	196402	
GCF001975705	GCF001975705.1	203964	
GCF006385685	GCF006385685.1	223690	
GCA001805965	GCA001805965.1	158759	
GCF003044305	GCF003044305.1	235703	
GCA007123265	GCA007123265.1	167431	
GCA002344795	GCA002344795.1	200137	
GCA003454415	GCA003454415.1	239836	
GCA003530935	GCA003530935.1	200117	
GCF900091845	GCF900091845.1	235282	
GCF004168015	GCF004168015.1	239749	
GCA003229375	GCA003229375.1	211978	
GCF000403255	GCF000403255.1	222159	
GCF900197575	GCF900197575.1	198926	
GCF900078305	GCF900078305.2	234808	
GCA005889285	GCA005889285.1	227090	
GCF000155555	GCF000155555.1	196357	
GCF000952975	GCF000952975.1	232389	
GCA002708465	GCA002708465.1	197907	
GCF001940785	GCF001940785.1	194576	
GCA003487005	GCA003487005.1	200794	
GCA002148405	GCA002148405.1	195251	
GCA002315855	GCA002315855.1	234106	
GCF001487165	GCF001487165.1	142641	
GCF005048205	GCF005048205.1	202208	
GCA003213455	GCA003213455.1	221940	
GCF003628755	GCF003628755.1	160031	
GCA001515955	GCA001515955.1	215859	
GCA003281455	GCA003281455.1	226087	
GCA002316295	GCA002316295.1	194305	
GCF900199635	GCF900199635.1	176549	
GCA001773855	GCA001773855.1	235091	
GCF000744995	GCF000744995.1	177708	
GCA002407905	GCA002407905.1	217123	
GCF900231165	GCF900231165.1	217190	
GCF000682735	GCF000682735.1	171990	
GCF000967245	GCF000967245.1	211720	
GCF000422445	GCF000422445.1	201706	
GCF900166645	GCF900166645.1	189200	
GCF002874965	GCF002874965.1	142087	
GCA003551485	GCA003551485.1	202015	
GCA007135015	GCA007135015.1	220591	
GCF004348895	GCF004348895.1	181660	
GCA001513185	GCA001513185.1	193966	
GCF002813345	GCF002813345.1	221794	
GCA900315755	GCA900315755.1	238167	
GCF002156005	GCF002156005.1	208265	
GCF001597745	GCF001597745.1	184820	
GCA900551155	GCA900551155.1	227759	
GCF000421065	GCF000421065.1	198852	
GCA003388555	GCA003388555.1	183033	
GCA002342415	GCA002342415.1	200702	
GCF002798385	GCF002798385.1	186828	
GCF900078545	GCF900078545.1	179588	
GCF000745545	GCF000745545.1	183335	
GCF003326015	GCF003326015.1	205643	
GCF000171235	GCF000171235.2	175336	
GCA002328625	GCA002328625.1	200327	
GCF000270285	GCF000270285.1	236636	
GCF000735375	GCF000735375.1	137826	
GCA002279935	GCA002279935.1	187943	
GCF000379065	GCF000379065.1	169158	
GCF003996995	GCF003996995.1	134730	
GCA003248515	GCA003248515.1	212977	
GCF002217205	GCF002217205.1	166734	
GCA002709295	GCA002709295.1	203389	
GCF001460935	GCF001460935.1	185889	
GCF003312875	GCF003312875.1	227617	
GCF003991405	GCF003991405.1	204516	
GCF000952855	GCF000952855.1	153606	
GCF003173575	GCF003173575.1	196406	
GCF000155495	GCF000155495.1	138868	
GCF000231275	GCF000231275.1	190503	
GCF005670655	GCF005670655.1	154493	
GCF000485905	GCF000485905.1	214267	
GCA002868855	GCA002868855.1	233054	
GCA003219495	GCA003219495.1	229422	
GCF000621525	GCF000621525.1	192639	
GCF003260285	GCF003260285.1	226153	
GCA002354135	GCA002354135.1	239382	
GCF000380225	GCF000380225.1	210235	
GCF000819845	GCF000819845.1	166077	
GCF002252635	GCF002252635.1	188329	
GCA007134885	GCA007134885.1	158827	
GCF003265685	GCF003265685.1	208593	
GCF006711645	GCF006711645.1	172684	
GCF002026065	GCF002026065.1	201100	
GCF900114245	GCF900114245.1	172476	
GCA001896955	GCA001896955.1	222930	
GCF003003035	GCF003003035.1	183434	
GCF004769575	GCF004769575.1	209056	
GCA003507735	GCA003507735.1	203688	
GCA001793015	GCA001793015.1	197449	
GCF001427285	GCF001427285.1	217540	
GCA003152015	GCA003152015.1	219939	
GCF000244935	GCF000244935.1	203891	
GCA002293345	GCA002293345.1	194160	
GCF001641695	GCF001641695.1	190440	
GCF007002745	GCF007002745.1	199152	
GCF000829155	GCF000829155.1	170710	
GCA004551945	GCA004551945.1	172889	
GCA001801745	GCA001801745.1	167870	
GCF002734215	GCF002734215.1	228293	
GCF900199705	GCF900199705.1	200235	
GCF003697185	GCF003697185.1	167651	
GCF003226345	GCF003226345.1	234253	
GCF001420995	GCF001420995.1	150330	
GCA900540395	GCA900540395.1	202801	
GCF001375655	GCF001375655.1	221297	
GCF002086125	GCF002086125.1	195189	
GCA007125155	GCA007125155.1	173518	
GCF000972705	GCF000972705.2	207135	
GCF000348905	GCF000348905.1	218725	
GCA001782675	GCA001782675.1	165468	
GCA003446335	GCA003446335.1	231600	
GCA003220685	GCA003220685.1	213855	
GCF900102335	GCF900102335.1	179145	
GCA002796995	GCA002796995.1	212281	
GCF002797315	GCF002797315.1	179821	
GCF000430045	GCF000430045.1	185094	
GCF003635045	GCF003635045.1	223436	
GCF004137345	GCF004137345.1	202978	
GCF000735585	GCF000735585.1	197988	
GCA002439735	GCA002439735.1	193107	
GCF000195795	GCF000195795.1	147242	
GCA002476975	GCA002476975.1	238998	
GCA005879435	GCA005879435.1	237250	
GCF003121585	GCF003121585.1	207736	
GCA002371025	GCA002371025.1	213431	
GCF004005815	GCF004005815.1	219289	
GCF900215615	GCF900215615.1	204434	
GCF001280435	GCF001280435.1	191220	
GCF000374525	GCF000374525.1	221031	
GCA001776505	GCA001776505.1	168192	
GCA002410755	GCA002410755.1	187774	
GCF002262885	GCF002262885.1	223829	
GCA002347855	GCA002347855.1	174737	
GCF001975725	GCF001975725.1	232750	
GCA003240915	GCA003240915.1	237926	
GCA002401185	GCA002401185.1	200945	
GCA005080865	GCA005080865.1	213489	
GCA002435595	GCA002435595.1	176543	
GCF000195275	GCF000195275.1	183529	
GCF900115715	GCF900115715.1	233033	
GCA002406115	GCA002406115.1	230683	
GCF900101985	GCF900101985.1	184761	
GCF900129325	GCF900129325.1	214779	
GCA003488445	GCA003488445.1	177040	
GCF900119145	GCF900119145.1	220522	
GCF000725125	GCF000725125.1	233880	
GCF001922305	GCF001922305.1	177068	
GCF000332975	GCF000332975.1	235385	
GCA003551805	GCA003551805.1	187243	
GCF002014855	GCF002014855.1	191797	
GCA001822095	GCA001822095.1	179014	
GCF000526795	GCF000526795.1	234538	
GCF004335005	GCF004335005.1	235157	
GCA003543235	GCA003543235.1	205359	
GCA003248565	GCA003248565.1	235979	
GCA002331565	GCA002331565.1	211860	
GCF000368565	GCF000368565.1	170331	
GCA002297505	GCA002297505.1	196744	
GCA002691145	GCA002691145.1	193414	
GCF003610895	GCF003610895.1	213491	
GCF002934685	GCF002934685.1	229833	
GCA900321105	GCA900321105.1	210785	
GCF002000055	GCF002000055.1	221821	
GCA001790205	GCA001790205.1	182157	
GCA003165895	GCA003165895.1	170098	
GCA000434035	GCA000434035.1	188880	
GCA002401725	GCA002401725.1	205018	
GCF003991225	GCF003991225.1	159146	
GCF003853705	GCF003853705.1	233084	
GCF900239975	GCF900239975.1	220809	
GCA900552015	GCA900552015.1	211905	
GCA005884925	GCA005884925.1	198730	
GCF004000235	GCF004000235.1	206047	
GCA900545555	GCA900545555.1	209377	
GCF001905445	GCF001905445.1	194633	
GCF000786205	GCF000786205.1	233561	
GCF900142415	GCF900142415.1	228366	
GCF000158175	GCF000158175.1	230582	
GCF003751805	GCF003751805.1	192529	
GCF000190375	GCF000190375.1	181078	
GCA001779115	GCA001779115.1	159768	
GCA002391195	GCA002391195.1	230975	
GCA002452485	GCA002452485.1	212828	
GCF003666685	GCF003666685.1	237441	
GCF001657485	GCF001657485.1	219890	
GCF900635955	GCF900635955.1	237159	
GCF000377845	GCF000377845.1	195734	
GCA007134665	GCA007134665.1	167637	
GCA900545085	GCA900545085.1	230959	
GCA900540535	GCA900540535.1	227592	
GCA003648575	GCA003648575.1	234530	
GCA007127495	GCA007127495.1	237778	
GCA003553695	GCA003553695.1	167614	
GCA004293815	GCA004293815.1	184997	
GCF000485555	GCF000485555.1	231511	
GCA900557355	GCA900557355.1	223011	
GCF001571305	GCF001571305.1	149860	
GCA002737185	GCA002737185.1	234905	
GCF001558495	GCF001558495.2	95170	
GCA002313415	GCA002313415.1	225519	
GCA002315155	GCA002315155.1	220306	
GCF000219125	GCF000219125.1	229959	
GCF002101395	GCF002101395.1	228211	
GCF000820305	GCF000820305.1	134298	
GCF002243385	GCF002243385.1	229808	
GCF000468035	GCF000468035.1	233258	
GCA003527225	GCA003527225.1	198483	
GCF000285275	GCF000285275.1	137391	
GCF002554705	GCF002554705.1	221428	
GCA003130845	GCA003130845.1	239204	
GCA002428635	GCA002428635.1	217334	
GCF003097095	GCF003097095.1	209870	
GCF002979455	GCF002979455.1	205115	
GCF001424755	GCF001424755.1	229365	
GCA900554075	GCA900554075.1	216733	
GCF000287355	GCF000287355.1	234277	
GCF900096915	GCF900096915.1	225057	
GCA002712165	GCA002712165.1	179884	
GCF002752635	GCF002752635.1	145660	
GCA005792725	GCA005792725.1	190094	
GCF000346295	GCF000346295.1	224572	
GCF001435095	GCF001435095.1	178169	
GCA003136475	GCA003136475.1	234951	
GCF001298955	GCF001298955.1	211258	
GCA900554225	GCA900554225.1	203460	
GCA003215185	GCA003215185.1	204182	
GCF900105255	GCF900105255.1	211538	
GCA007127105	GCA007127105.1	168644	
GCF001443045	GCF001443045.1	180595	
GCA003599535	GCA003599535.1	199966	
GCF003627155	GCF003627155.1	220375	
GCF900103815	GCF900103815.1	226197	
GCA001516055	GCA001516055.1	197910	
GCA002424705	GCA002424705.1	229847	
GCF900170005	GCF900170005.1	218272	
GCF004364165	GCF004364165.1	203934	
GCA002309035	GCA002309035.1	198318	
GCF001514145	GCF001514145.1	172334	
GCA002282565	GCA002282565.1	197563	
GCA900539255	GCA900539255.1	229094	
GCF002099195	GCF002099195.1	214882	
GCA003212335	GCA003212335.1	173626	
GCA003242525	GCA003242525.1	233645	
GCA001796965	GCA001796965.1	219377	
GCF000953135	GCF000953135.1	221305	
GCA001774075	GCA001774075.1	162535	
GCA003135455	GCA003135455.1	160393	
GCA006226895	GCA006226895.1	196486	
GCA000347575	GCA000347575.1	229278	
GCF001580535	GCF001580535.1	173690	
GCF006175995	GCF006175995.1	216889	
GCA001312525	GCA001312525.1	220090	
GCA001781175	GCA001781175.1	180703	
GCA001822655	GCA001822655.1	205744	
GCA001897355	GCA001897355.1	238856	
GCF005943945	GCF005943945.1	224806	
GCF001941425	GCF001941425.1	169240	
GCF001553785	GCF001553785.1	206736	
GCF004216895	GCF004216895.1	197534	
GCF900155655	GCF900155655.1	215327	
GCF003268395	GCF003268395.1	233222	
GCF900142225	GCF900142225.1	235024	
GCA007135635	GCA007135635.1	218961	
GCF003942765	GCF003942765.1	189090	
GCF002302635	GCF002302635.1	219130	
GCF002847445	GCF002847445.1	238014	
GCA002722885	GCA002722885.1	236282	
GCF000143825	GCF000143825.1	237163	
GCA900554255	GCA900554255.1	237167	
GCA002683515	GCA002683515.1	195717	
GCF000020205	GCF000020205.1	147503	
GCF000243335	GCF000243335.1	172903	
GCF000952155	GCF000952155.1	239139	
GCF001719065	GCF001719065.1	232842	
GCA001873465	GCA001873465.1	163189	
GCF002911665	GCF002911665.1	210414	
GCF000374405	GCF000374405.1	232965	
GCA003212535	GCA003212535.1	197753	
GCA002385415	GCA002385415.1	178424	
GCA900549325	GCA900549325.1	226565	
GCA003062205	GCA003062205.1	157317	
GCA003156715	GCA003156715.1	238889	
GCF000317555	GCF000317555.1	199402	
GCF000018025	GCF000018025.1	204379	
GCF001591445	GCF001591445.1	188829	
GCA002338125	GCA002338125.1	231993	
GCF000317595	GCF000317595.1	165509	
GCA001874265	GCA001874265.1	224685	
GCA002862125	GCA002862125.1	208549	
GCF000471625	GCF000471625.1	212107	
GCF003667825	GCF003667825.1	203621	
GCA002685815	GCA002685815.1	197037	
GCF004329815	GCF004329815.1	195402	
GCF002355455	GCF002355455.1	204303	
GCF000025845	GCF000025845.1	233697	
GCF000423905	GCF000423905.1	194680	
GCF002135245	GCF002135245.1	239217	
GCA003559235	GCA003559235.1	212243	
GCA003246935	GCA003246935.1	231479	
GCF000018205	GCF000018205.1	229072	
GCF002836415	GCF002836415.1	196556	
GCF000338295	GCF000338295.1	169807	
GCA002781365	GCA002781365.1	143878	
GCF900113005	GCF900113005.1	172917	
GCA900542275	GCA900542275.1	213791	
GCA002719885	GCA002719885.1	231802	
GCF003719725	GCF003719725.1	224875	
GCF000803645	GCF000803645.1	197162	
GCF002011925	GCF002011925.2	190999	
GCF000170835	GCF000170835.1	208553	
GCF001552715	GCF001552715.1	170019	
GCA002483285	GCA002483285.1	196225	
GCF003285015	GCF003285015.1	237517	
GCF000621505	GCF000621505.1	189356	
GCA005808505	GCA005808505.1	212691	
GCF001936595	GCF001936595.1	195969	
GCF000238915	GCF000238915.1	214285	
GCA002376885	GCA002376885.1	192515	
GCA002382075	GCA002382075.1	190875	
GCA900551555	GCA900551555.1	230555	
GCA005888435	GCA005888435.1	209084	
GCF002117005	GCF002117005.1	179483	
GCF001299475	GCF001299475.1	212068	
GCA001890945	GCA001890945.1	180236	
GCA000508625	GCA000508625.1	188818	
GCA003153315	GCA003153315.1	223209	
GCF900102235	GCF900102235.1	208820	
GCF003606285	GCF003606285.1	213073	
GCF002140975	GCF002140975.1	225374	
GCA002691565	GCA002691565.1	169406	
GCF000768875	GCF000768875.1	233279	
GCF004145405	GCF004145405.1	212731	
GCF003818115	GCF003818115.1	142333	
GCA003213275	GCA003213275.1	223799	
GCF000297095	GCF000297095.1	222204	
GCA002367275	GCA002367275.1	170024	
GCA004376485	GCA004376485.1	212892	
GCA002413265	GCA002413265.1	230528	
GCF000311745	GCF000311745.1	175166	
GCA900553765	GCA900553765.1	205343	
GCF002105555	GCF002105555.1	230440	
GCA002319795	GCA002319795.1	212942	
GCF000826525	GCF000826525.2	211079	
GCA002238965	GCA002238965.1	234777	
GCA002787635	GCA002787635.1	201465	
GCF003852895	GCF003852895.1	202371	
GCA001821935	GCA001821935.1	170063	
GCA002371465	GCA002371465.1	233088	
GCA000434835	GCA000434835.1	179089	
GCA900549005	GCA900549005.1	221311	
GCA002897635	GCA002897635.1	176806	
GCF000425625	GCF000425625.1	203512	
GCA002316385	GCA002316385.1	227829	
GCA003153855	GCA003153855.1	188971	
GCF002157465	GCF002157465.1	181729	
GCA002347475	GCA002347475.1	218645	
GCA002698945	GCA002698945.1	194333	
GCF900637515	GCF900637515.1	179818	
GCA002331335	GCA002331335.1	208308	
GCF002206635	GCF002206635.1	194352	
GCA900546785	GCA900546785.1	207023	
GCA002379585	GCA002379585.1	201155	
GCF000023605	GCF000023605.1	218312	
GCF004343605	GCF004343605.1	173454	
GCA001804025	GCA001804025.1	219642	
GCA003230085	GCA003230085.1	224744	
GCA900556535	GCA900556535.1	233511	
GCF000426365	GCF000426365.1	186556	
GCA003153155	GCA003153155.1	231012	
GCA003158745	GCA003158745.1	161975	
GCF001703635	GCF001703635.1	198466	
GCF001499675	GCF001499675.1	221116	
GCA007132685	GCA007132685.1	221080	
GCA005787035	GCA005787035.1	237823	
GCF001428255	GCF001428255.1	222692	
GCF003003925	GCF003003925.1	207748	
GCF003236295	GCF003236295.1	216354	
GCF000938265	GCF000938265.1	190110	
GCF900109145	GCF900109145.1	172812	
GCF005144475	GCF005144475.1	238668	
GCA003157875	GCA003157875.1	222967	
GCF900109165	GCF900109165.1	207843	
GCF900103225	GCF900103225.1	142729	
GCA002293825	GCA002293825.1	215090	
GCA003164925	GCA003164925.1	203981	
GCA002256425	GCA002256425.1	211513	
GCF002198735	GCF002198735.1	233583	
GCF000422745	GCF000422745.1	223509	
GCF002744715	GCF002744715.1	200766	
GCA900319795	GCA900319795.1	199795	
GCA900545525	GCA900545525.1	194929	
GCF001461825	GCF001461825.1	112384	
GCF003458415	GCF003458415.1	163473	
GCF900290245	GCF900290245.1	214443	
GCA002343775	GCA002343775.1	153279	
GCF000527035	GCF000527035.1	217378	
GCA002309795	GCA002309795.1	201052	
GCF003610455	GCF003610455.1	179031	
GCA000998135	GCA000998135.1	174175	
GCF001660395	GCF001660395.1	218856	
GCF900555265	GCF900555265.1	205396	
GCF001188955	GCF001188955.3	152415	
GCF003056345	GCF003056345.1	200976	
GCA002839415	GCA002839415.1	234694	
GCF003002055	GCF003002055.1	195702	
GCF000746255	GCF000746255.1	235640	
GCA002748355	GCA002748355.1	224234	
GCF003130205	GCF003130205.1	155349	
GCF000688475	GCF000688475.1	203349	
GCF900188325	GCF900188325.1	228446	
GCF900114165	GCF900114165.1	202662	
GCA002381485	GCA002381485.1	199629	
GCF001875325	GCF001875325.1	234422	
GCA900317885	GCA900317885.1	191527	
GCF003977685	GCF003977685.1	213567	
GCF000420105	GCF000420105.1	239686	
GCF000278135	GCF000278135.1	169846	
GCF002218065	GCF002218065.1	195288	
GCF001547995	GCF001547995.1	167002	
GCA003158755	GCA003158755.1	200500	
GCF002288105	GCF002288105.1	166996	
GCA003978695	GCA003978695.1	173555	
GCA007121995	GCA007121995.1	207330	
GCA002373045	GCA002373045.1	224337	
GCF002760245	GCF002760245.1	226974	
GCA002684755	GCA002684755.1	197828	
GCF000564995	GCF000564995.1	166769	
GCF900116555	GCF900116555.1	186160	
GCF003030985	GCF003030985.1	148363	
GCF004114955	GCF004114955.1	174718	
GCA003209755	GCA003209755.1	227021	
GCA003448565	GCA003448565.1	220000	
GCA003023125	GCA003023125.1	183263	
GCF000472525	GCF000472525.1	212476	
GCF003610465	GCF003610465.1	185067	
GCF001524645	GCF001524645.2	150319	
GCF001424455	GCF001424455.1	232387	
GCA001873375	GCA001873375.1	225731	
GCF006715025	GCF006715025.1	186736	
GCA002713495	GCA002713495.1	212757	
GCA003279105	GCA003279105.1	207641	
GCF000526935	GCF000526935.1	226788	
GCA001399705	GCA001399705.1	209043	
GCA002423365	GCA002423365.1	216130	
GCA002378975	GCA002378975.1	218920	
GCF900156205	GCF900156205.1	110726	
GCF003865015	GCF003865015.1	179548	
GCA002428705	GCA002428705.1	239772	
GCF001625655	GCF001625655.1	173440	
GCA003648195	GCA003648195.1	212194	
GCA007119005	GCA007119005.1	223805	
GCA003516025	GCA003516025.1	213169	
GCF002000025	GCF002000025.1	189474	
GCF900104685	GCF900104685.1	185344	
GCF900107645	GCF900107645.1	226496	
GCA900555455	GCA900555455.1	231319	
GCF000377345	GCF000377345.1	210758	
GCA003242515	GCA003242515.1	218148	
GCA001689685	GCA001689685.1	159630	
GCA900320185	GCA900320185.1	193298	
GCF000308295	GCF000308295.2	172660	
GCF002156385	GCF002156385.1	234224	
GCA001796315	GCA001796315.1	148380	
GCA001898175	GCA001898175.1	235897	
GCA002305685	GCA002305685.1	233502	
GCA900550935	GCA900550935.1	211256	
GCA002083555	GCA002083555.1	223997	
GCF900103825	GCF900103825.1	223285	
GCF000156395	GCF000156395.1	156378	
GCA003452475	GCA003452475.1	224163	
GCA002394685	GCA002394685.1	190164	
GCF002263495	GCF002263495.1	181347	
GCF000701905	GCF000701905.1	163234	
GCF900115465	GCF900115465.1	233125	
GCA001577025	GCA001577025.1	156065	
GCA004561445	GCA004561445.1	210772	
GCF006334995	GCF006334995.1	173545	
GCF004124475	GCF004124475.1	198990	
GCA002493515	GCA002493515.1	223897	
GCF000226315	GCF000226315.1	229052	
GCF000213935	GCF000213935.1	179845	
GCF001436395	GCF001436395.1	173987	
GCA002395105	GCA002395105.1	223795	
GCA900543285	GCA900543285.1	214783	
GCF900660695	GCF900660695.1	164126	
GCF003854055	GCF003854055.1	132276	
GCF002901845	GCF002901845.1	122993	
GCF001832905	GCF001832905.1	217652	
GCF000169075	GCF000169075.1	214308	
GCF900475595	GCF900475595.1	140761	
GCF005490785	GCF005490785.1	226992	
GCA001510415	GCA001510415.1	198892	
GCA900696615	GCA900696615.1	239541	
GCF900609045	GCF900609045.1	212165	
GCA002476865	GCA002476865.1	205316	
GCA007117785	GCA007117785.1	207512	
GCF002844375	GCF002844375.1	180872	
GCF004912275	GCF004912275.1	238752	
GCF002000045	GCF002000045.1	176918	
GCF005491425	GCF005491425.1	237567	
GCA003244095	GCA003244095.1	230205	
GCA002335405	GCA002335405.1	172076	
GCA002368665	GCA002368665.1	156172	
GCF003522965	GCF003522965.1	169023	
GCF000416985	GCF000416985.1	221291	
GCF002161055	GCF002161055.1	220071	
GCA001768235	GCA001768235.1	160001	
GCF001458335	GCF001458335.1	182687	
GCA002371235	GCA002371235.1	213139	
GCA003644175	GCA003644175.1	225398	
GCA002402135	GCA002402135.1	222678	
GCF004342445	GCF004342445.1	226559	
GCF000466165	GCF000466165.1	191605	
GCA001769275	GCA001769275.1	162755	
GCA002170285	GCA002170285.1	198490	
GCA002395085	GCA002395085.1	211481	
GCA001567255	GCA001567255.1	203322	
GCF001729765	GCF001729765.1	123510	
GCF000820105	GCF000820105.1	164941	
GCA003963305	GCA003963305.1	236177	
GCF900446695	GCF900446695.1	155264	
GCA003978075	GCA003978075.1	217776	
GCA005116835	GCA005116835.1	237181	
GCA002703265	GCA002703265.1	173330	
GCF001642945	GCF001642945.1	155403	
GCA002342165	GCA002342165.1	182601	
GCA003456155	GCA003456155.1	230012	
GCF002754475	GCF002754475.1	222835	
GCF900129095	GCF900129095.1	215518	
GCF900116545	GCF900116545.1	203194	
GCA003561325	GCA003561325.1	216362	
GCA900550795	GCA900550795.1	209548	
GCA002320485	GCA002320485.1	234342	
GCF003946545	GCF003946545.1	213679	
GCF001553955	GCF001553955.1	157755	
GCA002494215	GCA002494215.1	236460	
GCF900177715	GCF900177715.1	198873	
GCF003458705	GCF003458705.1	167880	
GCA002391565	GCA002391565.1	230057	
GCF900149705	GCF900149705.1	222397	
GCF000300815	GCF000300815.1	233074	
GCF002352765	GCF002352765.1	185233	
GCF000308375	GCF000308375.1	172626	
GCA001508335	GCA001508335.1	164499	
GCA007125915	GCA007125915.1	165245	
GCA005144965	GCA005144965.1	222786	
GCF000242435	GCF000242435.1	169802	
GCF900103955	GCF900103955.1	238620	
GCA002701555	GCA002701555.1	201831	
GCF000197735	GCF000197735.1	156736	
GCF000014185	GCF000014185.1	226259	
GCA003506795	GCA003506795.1	197167	
GCF001424345	GCF001424345.1	195553	
GCF000691525	GCF000691525.1	161345	
GCA002306055	GCA002306055.1	238604	
GCF900635495	GCF900635495.1	137940	
GCA003224935	GCA003224935.1	230569	
GCF003043955	GCF003043955.1	192270	
GCA900539715	GCA900539715.1	238528	
GCA900317945	GCA900317945.1	145209	
GCA003281645	GCA003281645.1	200782	
GCF000520515	GCF000520515.1	229050	
GCF004118155	GCF004118155.1	205826	
GCA002771475	GCA002771475.1	230843	
GCF001675355	GCF001675355.1	235707	
